"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"OF","Brian Goodwin",2500,"Was@Ari 09:40PM ET",0,"Was"
"2B/3B","Phil Gosselin",2500,"Was@Ari 09:40PM ET",3.053,"Ari"
"2B/SS","Yadiel Rivera",2500,"Mil@SD 10:10PM ET",2.900,"Mil"
"2B","Wilmer Difo",2500,"Was@Ari 09:40PM ET",3.500,"Was"
"C","Pedro Severino",2500,"Was@Ari 09:40PM ET",2.500,"Was"
"OF","Guillermo Heredia",2500,"Bos@Sea 10:10PM ET",0.000,"Sea"
"OF","Tyler O'Neill",2500,"Bos@Sea 10:10PM ET",0,"Sea"
"C","Ryan Hanigan",2400,"Bos@Sea 10:10PM ET",4.000,"Bos"
"2B/SS","Justin Sellers",2400,"Mil@SD 10:10PM ET",0,"SD"
"OF","Jabari Blash",2400,"Mil@SD 10:10PM ET",1.167,"SD"
"SS","Alexei Ramirez",2400,"Mil@SD 10:10PM ET",5.107,"SD"
"2B","Jemile Weeks",2400,"Mil@SD 10:10PM ET",3.235,"SD"
"1B","Josh Satin",2400,"Mil@SD 10:10PM ET",0,"SD"
"2B","Jose Pirela",2400,"Mil@SD 10:10PM ET",1.867,"SD"
"C","Hector Sanchez",2400,"Mil@SD 10:10PM ET",2.813,"SD"
"OF","Ryan LaMarre",2400,"Bos@Sea 10:10PM ET",0.667,"Bos"
"2B","Taylor Lindsey",2400,"Mil@SD 10:10PM ET",0,"SD"
"OF","Hunter Renfroe",2400,"Mil@SD 10:10PM ET",0,"SD"
"3B/SS","Luis Sardinas",2400,"Bos@Sea 10:10PM ET",3.138,"Sea"
"SS","Jose Rondon",2400,"Mil@SD 10:10PM ET",1.000,"SD"
"C/OF","Blake Swihart",2400,"Bos@Sea 10:10PM ET",5.947,"Bos"
"C","Austin Hedges",2400,"Mil@SD 10:10PM ET",0,"SD"
"SS","Carlos Asuaje",2400,"Mil@SD 10:10PM ET",0,"SD"
"3B","Pablo Sandoval",2300,"Bos@Sea 10:10PM ET",0.667,"Bos"
"2B/OF","Michael Martinez",2300,"Bos@Sea 10:10PM ET",2.730,"Bos"
"1B/OF","Allen Craig",2300,"Bos@Sea 10:10PM ET",0,"Bos"
"C","Derek Norris",2300,"Mil@SD 10:10PM ET",5.656,"SD"
"C","Christian Vazquez",2300,"Bos@Sea 10:10PM ET",4.490,"Bos"
"OF/SS","Chris Owings",2300,"Was@Ari 09:40PM ET",6.258,"Ari"
"3B","Deven Marrero",2300,"Bos@Sea 10:10PM ET",0.750,"Bos"
"OF","Andrew Benintendi",2300,"Bos@Sea 10:10PM ET",0,"Bos"
"OF","Socrates Brito",2200,"Was@Ari 09:40PM ET",4.923,"Ari"
"C","Gerald Laird",2000,"Was@Ari 09:40PM ET",0,"Ari"
"C","Tuffy Gosewisch",2000,"Was@Ari 09:40PM ET",3.200,"Ari"
"2B/OF","Mike Freeman",2000,"Was@Ari 09:40PM ET",0.500,"Ari"
"SS","Nick Ahmed",2000,"Was@Ari 09:40PM ET",4.356,"Ari"
