"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Andrew Cashner",7000,"Cin@SD 08:40PM ET",10.931,"SD"
"SP","Hector Santiago",7000,"Bos@LAA 09:05PM ET",14.060,"LAA"
"RP","Tyler Wagner",7000,"Ari@LAD 09:10PM ET",9.967,"Ari"
"SP","Sean Manaea",7000,"Oak@Cle 07:10PM ET",13.373,"Oak"
"SP","Jaime Garcia",6900,"StL@Mia 07:10PM ET",14.505,"StL"
"SP","Tim Cooney",6900,"StL@Mia 07:10PM ET",0,"StL"
"SP","Tom Koehler",6800,"StL@Mia 07:10PM ET",12.252,"Mia"
"SP","Carlos Rodon",6800,"CWS@Min 07:10PM ET",13.663,"CWS"
"SP","Francisco Liriano",6700,"Pit@Mil 07:10PM ET",11.268,"Pit"
"SP","Doug Fister",6700,"Hou@Det 07:10PM ET",13.608,"Hou"
"RP","Jorge Lopez",6700,"Pit@Mil 07:10PM ET",0,"Mil"
"SP","Julio Urias",6700,"Ari@LAD 09:10PM ET",12.461,"LAD"
"SP","Alex Reyes",6700,"StL@Mia 07:10PM ET",0,"StL"
"SP","Jordan Zimmermann",6600,"Hou@Det 07:10PM ET",14.350,"Det"
"SP","Brian Johnson",6600,"Bos@LAA 09:05PM ET",0,"Bos"
"SP","Daniel Norris",6600,"Hou@Det 07:10PM ET",9.813,"Det"
"SP","Zach Eflin",6600,"Phi@Atl 07:10PM ET",11.756,"Phi"
"SP","Jimmy Nelson",6500,"Pit@Mil 07:10PM ET",13.545,"Mil"
"SP","Tim Adleman",6500,"Cin@SD 08:40PM ET",11.675,"Cin"
"SP","Trevor Bauer",6500,"Oak@Cle 07:10PM ET",13.898,"Cle"
"SP","Tyler Chatwood",6400,"Col@NYM 07:10PM ET",13.284,"Col"
"SP","Chad Kuhl",6400,"Pit@Mil 07:10PM ET",10.125,"Pit"
"SP","Mike Minor",6300,"KC@Tex 08:05PM ET",0,"KC"
"SP","Wei-Yin Chen",6300,"StL@Mia 07:10PM ET",12.447,"Mia"
"SP","Matt Boyd",6300,"Hou@Det 07:10PM ET",11.615,"Det"
"SP","Nick Tepesch",6200,"KC@Tex 08:05PM ET",0.800,"KC"
"SP","Tommy Milone",6200,"CWS@Min 07:10PM ET",8.823,"Min"
"SP","Brandon Morrow",6100,"Cin@SD 08:40PM ET",0,"SD"
"SP","Yordano Ventura",6100,"KC@Tex 08:05PM ET",11.818,"KC"
"SP","Kendry Flores",6100,"StL@Mia 07:10PM ET",6.350,"Mia"
"SP","Kendall Graveman",6100,"Oak@Cle 07:10PM ET",11.408,"Oak"
"SP","Edinson Volquez",6000,"KC@Tex 08:05PM ET",12.448,"KC"
"SP","Michael Wacha",5900,"StL@Mia 07:10PM ET",13.448,"StL"
"SP","Bartolo Colon",5800,"Col@NYM 07:10PM ET",13.412,"NYM"
"SP","Brandon Finnegan",5800,"Cin@SD 08:40PM ET",10.343,"Cin"
"SP","Juan Nicasio",5600,"Pit@Mil 07:10PM ET",9.224,"Pit"
"SP","Chris Rusin",5600,"Col@NYM 07:10PM ET",9.500,"Col"
"SP","John Gant",5600,"Phi@Atl 07:10PM ET",7.132,"Atl"
"SP","Chi Chi Gonzalez",5600,"KC@Tex 08:05PM ET",-0.250,"Tex"
"OF","Starling Marte",5500,"Pit@Mil 07:10PM ET",9.489,"Pit"
"SP","A.J. Griffin",5500,"KC@Tex 08:05PM ET",12.573,"Tex"
"SP","Nick Tropeano",5500,"Bos@LAA 09:05PM ET",14.304,"LAA"
"RP","Jharel Cotton",5500,"Ari@LAD 09:10PM ET",0,"LAD"
"2B/3B","Matt Carpenter",5400,"StL@Mia 07:10PM ET",9.846,"StL"
"SP","Henry Owens",5400,"Bos@LAA 09:05PM ET",5.183,"Bos"
"3B","Justin Turner",5300,"Ari@LAD 09:10PM ET",7.867,"LAD"
"SP","Martin Perez",5300,"KC@Tex 08:05PM ET",9.162,"Tex"
"OF","Gregory Polanco",5300,"Pit@Mil 07:10PM ET",8.733,"Pit"
"SP","Michael Lorenzen",5300,"Cin@SD 08:40PM ET",4.988,"Cin"
"RP","Jarlin Garcia",5300,"StL@Mia 07:10PM ET",0,"Mia"
"SP","Roenis Elias",5300,"Bos@LAA 09:05PM ET",-5.425,"Bos"
"SP","Josh Hader",5300,"Pit@Mil 07:10PM ET",0,"Mil"
"SP","Daniel Wright",5300,"Cin@SD 08:40PM ET",0.763,"Cin"
"SP","Daniel Mengden",5300,"Oak@Cle 07:10PM ET",11.144,"Oak"
"1B","Miguel Cabrera",5200,"Hou@Det 07:10PM ET",8.578,"Det"
"SP","Anibal Sanchez",5200,"Hou@Det 07:10PM ET",7.200,"Det"
"2B","Jose Altuve",5200,"Hou@Det 07:10PM ET",11.010,"Hou"
"SP","Eduardo Rodriguez",5200,"Bos@LAA 09:05PM ET",8.017,"Bos"
"OF","Jay Bruce",5100,"Cin@SD 08:40PM ET",9.289,"Cin"
"SP","Christian Friedrich",5100,"Cin@SD 08:40PM ET",10.858,"SD"
"SP","Patrick Corbin",5100,"Ari@LAD 09:10PM ET",9.363,"Ari"
"SP","Erik Johnson",5100,"Cin@SD 08:40PM ET",3.383,"SD"
"SS","Corey Seager",5100,"Ari@LAD 09:10PM ET",8.677,"LAD"
"SS","Aledmys Diaz",5100,"StL@Mia 07:10PM ET",8.768,"StL"
"SP","Jeremy Guthrie",5000,"KC@Tex 08:05PM ET",0,"Tex"
"1B","Joey Votto",5000,"Cin@SD 08:40PM ET",8.740,"Cin"
"OF","Lorenzo Cain",5000,"KC@Tex 08:05PM ET",7.581,"KC"
"SP","Kris Medlen",5000,"KC@Tex 08:05PM ET",3.792,"KC"
"SP","Mike Fiers",5000,"Hou@Det 07:10PM ET",10.834,"Hou"
"RP","Jairo Diaz",5000,"Col@NYM 07:10PM ET",0,"Col"
"OF","Yoenis Cespedes",5000,"Col@NYM 07:10PM ET",8.500,"NYM"
"SP","Jeff Hoffman",5000,"Col@NYM 07:10PM ET",0,"Col"
"1B","David Ortiz",4900,"Bos@LAA 09:05PM ET",10.242,"Bos"
"3B","Todd Frazier",4900,"CWS@Min 07:10PM ET",8.356,"CWS"
"SP","Cesar Vargas",4900,"Cin@SD 08:40PM ET",8.614,"SD"
"SS","Xander Bogaerts",4900,"Bos@LAA 09:05PM ET",9.960,"Bos"
"SS","Trevor Story",4900,"Col@NYM 07:10PM ET",9.865,"Col"
"SP","Braden Shipley",4900,"Ari@LAD 09:10PM ET",0.800,"Ari"
"1B/OF","Brandon Moss",4800,"StL@Mia 07:10PM ET",7.240,"StL"
"SP","Jorge De La Rosa",4800,"Col@NYM 07:10PM ET",8.903,"Col"
"SP","Sean O'Sullivan",4800,"Bos@LAA 09:05PM ET",5.440,"Bos"
"OF","Giancarlo Stanton",4800,"StL@Mia 07:10PM ET",8.156,"Mia"
